open,high,low,close,volume
1.20339834690094,1.2040069103240967,1.194400668144226,0.3706040804435957,0
1.1961007118225098,1.2109030485153198,1.1946003437042236,0.3899978719908299,0
1.208999752998352,1.213003396987915,1.2077003717422485,0.3953173354042723,0
1.2120037078857422,1.2144027948379517,1.2043983936309814,0.38874120890690267,0
1.207802414894104,1.2190959453582764,1.2065927982330322,0.4053256926427393,0
1.2167967557907104,1.2240052223205566,1.2154065370559692,0.41049837750957274,0
1.2221053838729858,1.2277017831802368,1.2197948694229126,0.41518223573007584,0
1.2249047756195068,1.226602554321289,1.2162047624588013,0.40595346467308957,0
1.2190959453582764,1.2234959602355957,1.2122975587844849,0.41112932010573267,0
1.2227030992507935,1.2306026220321655,1.2212995290756226,0.41972397800074934,0
1.2186946868896484,1.2324985265731812,1.2178043127059937,0.42613803263407446,0
1.2314057350158691,1.2358952760696411,1.2304966449737549,0.42644669654085665,0
1.2319974899291992,1.242004632949829,1.229997158050537,0.438974721078798,0
1.2402024269104004,1.2441989183425903,1.2365983724594116,0.44225289962231096,0
1.2422051429748535,1.2435026168823242,1.235101580619812,0.4363071562094878,0
1.235696792602539,1.2446014881134033,1.235696792602539,0.43849354109118566,0
1.2398948669433594,1.2672022581100464,1.2388043403625488,0.43866195408684994,0
1.240094780921936,1.2471938133239746,1.2400025129318237,0.44694832108282645,0
1.2457022666931152,1.247007131576538,1.244307279586792,0.44617227847489827,0
1.245004415512085,1.2471004724502563,1.242699146270752,0.44365428971026444,0
1.2433944940567017,1.2507973909378052,1.242992639541626,0.4517884695473682,0
1.2485953569412231,1.25629723072052,1.248299241065979,0.46195983116923567,0
1.2550044059753418,1.2648941278457642,1.253007173538208,0.46838656806580015,0
1.2590018510818481,1.2607955932617188,1.2473959922790527,0.46712263133089715,0
1.2581939697265625,1.2628016471862793,1.2526932954788208,0.46712263133089715,0
1.2639029026031494,1.2694060802459717,1.2636953592300415,0.4835554874194745,0
1.2689067125320435,1.2808033227920532,1.2672022581100464,0.48888315700324836,0
1.272394061088562,1.2739989757537842,1.2624987363815308,0.4763543864498223,0
1.2640947103500366,1.2787070274353027,1.256502389907837,0.4973241357084228,0
1.2774981260299683,1.2867032289505005,1.2712942361831665,0.5104571788044316,0
1.2848020792007446,1.289706826210022,1.2738043069839478,0.49200187473691304,0
1.2744048833847046,1.2797051668167114,1.2718924283981323,0.49903642774961265,0
1.278805136680603,1.278805136680603,1.2406023740768433,0.47793053066505964,0
1.2655985355377197,1.2671059370040894,1.256897211074829,0.47009923311473223,0
1.260001301765442,1.2610021829605103,1.2363996505737305,0.4383491870949019,0
1.2386969327926636,1.2424057722091675,1.2340041399002075,0.43147185684559664,0
1.235101580619812,1.2602077722549438,1.234994888305664,0.4682377379766083,0
1.25809907913208,1.266993522644043,1.2565971612930298,0.4791832771676925,0
1.265806794166565,1.2748922109603882,1.2644941806793213,0.48951633764586244,0
1.272394061088562,1.2775959968566895,1.2570078372955322,0.467296079931083,0
1.2574979066848755,1.2610976696014404,1.2461059093475342,0.452422582709338,0
1.2485953569412231,1.2659990787506104,1.244694471359253,0.47572959848141094,0
1.2634079456329346,1.2643983364105225,1.242004632949829,0.44522726335969187,0
1.2441060543060303,1.2526932954788208,1.2371032238006592,0.4402267215659461,0
